更新时间,#genre#
香港卫视,http://zhibo.hkstv.tv:80/livestream/mutfysrq.flv$LR•IPV4『线路9』
香港卫视,https://stream1.freetv.fun/c751876ae5ceaa0d82b5cf2badc152342aa92a4b45bf504d12ee45966b2fc644.ctv$LR•IPV4『线路10』
香港卫视,http://zhibo.hkstv.tv/livestream/mutfysrq/playlist.m3u8?wsSession=3c732f93c14e1bc0c07641df-156388849014752&wsIPSercert=8de23d0849e78e3b16ec92a809235421&wsMonitor=0$LR•IPV4『线路11』
凤凰资讯,http://211.75.171.121:8576/http/61.67.128.137:8078/hls/20/80/phoenixif.m3u8
凤凰中文,http://211.75.171.121:8577/http/61.67.128.137:8078/hls/21/80/phoenixch.m3u8
澳视澳门,http://php.jdshipin.com/TVOD/iptv.php?id=asam
澳视卫星,http://php.jdshipin.com/TVOD/iptv.php?id=as
澳门Mac,http://php.jdshipin.com/PLTV/iptv.php?id=as
澳视澳门,http://php.jdshipin.com/PLTV/iptv.php?id=asam
澳视澳门,http://1b6467f415.iok.la:9931/tsfile/live/1039_1.m3u8
澳视澳门,http://61.244.22.5/ch1/ch1.live/playelist.m3u8
澳门卫视,http://61.244.22.5/ch3/ch3.live/chunklist_w1228316132.m3u8
澳门莲花,http://1033946631.cloudvdn.com/a.m3u8?domain=live-hdl.macaulotustv.com&player=1&streamid=lotustv:lotustv/macaulotustv&v3=1
澳视澳门,http://grandprix2023.asuscomm.com:8891/bysid/91.m3u8
澳视葡语,http://grandprix2023.asuscomm.com:8891/bysid/92.m3u8
澳门资讯,http://grandprix2023.asuscomm.com:8891/bysid/94.m3u8
澳门Mac,http://grandprix2023.asuscomm.com:8891/bysid/96.m3u8
澳门资讯,http://61.244.22.4/ch5/info_ch5.live/chunklist_w1046558591.m3u8
澳门资讯,http://61.244.22.4/ch5/info_ch5.live/master.m3u8
澳门资讯,https://live5.tdm.com.mo/ch5/info_ch5.live/playlist.m3u8
澳视澳门,http://103.233.191.134:1935/ch1/ch1.live/playlist.m3u8
澳视葡文,http://103.233.191.134:1935/ch2/ch2.live/playlist.m3u8
澳视卫星,http://103.233.191.134:1935/ch3/ch3.live/playlist.m3u8
澳视体育,http://103.233.191.134:1935/ch4/sport_ch4.live/playlist.m3u8
澳视资讯,http://103.233.191.134:1935/ch5/info_ch5.live/playlist.m3u8
澳视综艺,http://103.233.191.134:1935/ch6/hd_ch6.live/playlist.m3u8
RTHK-31,http://php.jdshipin.com/TVOD/iptv.php?id=rthk31
RTHK-31,http://php.jdshipin.com/PLTV/iptv.php?id=rthk31
RTHK-31,https://cdn5.163189.xyz/live/rthk31/stream.m3u8
RTHK-32,http://php.jdshipin.com/TVOD/iptv.php?id=rthk32
RTHK-32,http://php.jdshipin.com/PLTV/iptv.php?id=rthk32
RTHK-32,https://cdn5.163189.xyz/live/rthk32/stream.m3u8
RTHK-33(CCTV1),http://php.jdshipin.com/TVOD/iptv.php?id=rthk33
RTHK-33(CCTV1),https://rthktv33-live.akamaized.net/hls/live/2101641/RTHKTV33/stream04/streamPlaylist.m3u8
RTHK-34(CGTN-D),https://rthktv34-live.akamaized.net/hls/live/2101642/RTHKTV34/stream04/streamPlaylist.m3u8
RTHK-35(CGTN),https://rthktv35-live.akamaized.net/hls/live/2101643/RTHKTV35/stream02/streamPlaylist.m3u8
天映,http://php.jdshipin.com/smt.php?id=Celestial
天映经典,http://php.jdshipin.com/smt.php?id=Celestial2
天映经典,http://bx.757888.xyz/api.php?id=tyjd
astro-QJ,http://php.jdshipin.com/smt.php?id=Quanjia
astroAec,http://php.jdshipin.com/smt.php?id=AEC
astroAod,http://php.jdshipin.com/smt.php?id=Aodhd
astro欢喜,http://php.jdshipin.com/smt.php?id=Huahee
astro爱奇艺,http://php.jdshipin.com/smt.php?id=Qiyi
astroAod,http://php.jdshipin.com/PLTV/iptv.php?id=aod
RTHK-31,https://cdn5.163189.xyz/live/rthk31/stream.m3u8
RTHK-32,https://cdn5.163189.xyz/live/rthk32/stream.m3u8
HOY78,http://cdn.163189.xyz/live/hoy/stream.m3u8
astroAod,http://cdn9.163189.xyz/smt1.1.php?id=Aodhd
凤凰中文,https://fenghuang.tv12.xyz/165.m3u8
凤凰中文,https://fenghuang.tv12.xyz/166.m3u8
凤凰资讯,https://fenghuang.tv12.xyz/168.m3u8
凤凰资讯,https://fenghuang.tv12.xyz/169.m3u8
凤凰香港,https://fenghuang.tv12.xyz/171.m3u8
亚洲卫视,https://fenghuang.tv12.xyz/173.m3u8
澳视澳门,https://fenghuang.tv12.xyz/181.m3u8
澳视葡文,https://fenghuang.tv12.xyz/182.m3u8
澳视卫星,https://fenghuang.tv12.xyz/183.m3u8
澳视体育,https://fenghuang.tv12.xyz/184.m3u8
澳视资讯,https://fenghuang.tv12.xyz/185.m3u8
澳视综艺,https://fenghuang.tv12.xyz/186.m3u8
莲花卫视,https://fenghuang.tv12.xyz/187.m3u8
凤凰中文,http://iptv.4666888.xyz/iptv2A.php?id=60
凤凰资讯,http://iptv.4666888.xyz/iptv2A.php?id=61
凤凰香港,http://iptv.4666888.xyz/iptv2A.php?id=62
TVB翡翠,http://iptv.4666888.xyz/iptv2A.php?id=63
TVB_PULS,http://iptv.4666888.xyz/iptv2A.php?id=64
TVB明珠,http://iptv.4666888.xyz/iptv2A.php?id=66
TVB无线新闻,http://iptv.4666888.xyz/iptv2A.php?id=65
TVB生活,http://iptv.4666888.xyz/iptv2A.php?id=67
TVB星河(粤),http://iptv.4666888.xyz/iptv2A.php?id=68
TVB星河(国),http://iptv.4666888.xyz/iptv2A.php?id=69
TVB武侠粤,http://iptv.4666888.xyz/iptv2A.php?id=9
TVB武侠国,http://iptv.4666888.xyz/iptv2A.php?id=10
TVB1,http://iptv.4666888.xyz/iptv2A.php?id=70
TVBJ1,http://iptv.4666888.xyz/iptv2A.php?id=71
TVBE,http://iptv.4666888.xyz/iptv2A.php?id=75
TVB翡翠剧集,http://iptv.4666888.xyz/iptv2A.php?id=72
TVB明珠剧集,http://iptv.4666888.xyz/iptv2A.php?id=73
TVB新闻娱乐,http://iptv.4666888.xyz/iptv2A.php?id=74
TVB千禧经典,http://iptv.4666888.xyz/iptv2A.php?id=76
TVB黄金华剧,http://iptv.4666888.xyz/iptv2A.php?id=80
Now新闻,http://iptv.4666888.xyz/iptv2A.php?id=81
Now财经,http://iptv.4666888.xyz/iptv2A.php?id=82
Now财经,http://iptv.4666888.xyz/iptv2A.php?id=83
Now华剧,http://iptv.4666888.xyz/iptv2A.php?id=84
VIU剧集,http://iptv.4666888.xyz/iptv2A.php?id=85
Now爆谷,http://iptv.4666888.xyz/iptv2A.php?id=6
Now星影,http://iptv.4666888.xyz/iptv2A.php?id=7
HOY76,http://iptv.4666888.xyz/iptv2A.php?id=87
HOY77,http://iptv.4666888.xyz/iptv2A.php?id=88
HOY78,http://iptv.4666888.xyz/iptv2A.php?id=89
VIUTV,http://iptv.4666888.xyz/iptv2A.php?id=90
viutv6,http://iptv.4666888.xyz/iptv2A.php?id=91
RHK31,http://iptv.4666888.xyz/iptv2A.php?id=92
RHK32,http://iptv.4666888.xyz/iptv2A.php?id=93
mytvsuper亚洲剧,http://iptv.4666888.xyz/iptv2A.php?id=94
mytvsuper黄金翡翠,http://iptv.4666888.xyz/iptv2A.php?id=95
mytvsuper黄金翡翠,http://iptv.4666888.xyz/iptv2A.php?id=96
mytvsuper经典,http://iptv.4666888.xyz/iptv2A.php?id=97
mytvsuper华剧,http://iptv.4666888.xyz/iptv2A.php?id=98
mytvsuper少儿,http://iptv.4666888.xyz/iptv2A.php?id=99
mytvsuper戏典,http://iptv.4666888.xyz/iptv2A.php?id=100
mytvsuper粤语片,http://iptv.4666888.xyz/iptv2A.php?id=101
mytvsuper华剧,http://iptv.4666888.xyz/iptv2A.php?id=102
天映经典,http://iptv.4666888.xyz/iptv2A.php?id=77
天映经典,http://iptv.4666888.xyz/iptv2A.php?id=78
PopC,http://iptv.4666888.xyz/iptv2A.php?id=5
美亚电影国,http://iptv.4666888.xyz/iptv2A.php?id=11
美亚电影粤,http://iptv.4666888.xyz/iptv2A.php?id=12
中国电影,http://iptv.4666888.xyz/iptv2A.php?id=13
有线18,http://iptv.4666888.xyz/iptv2A.php?id=29
无线18,http://iptv.4666888.xyz/iptv2A.php?id=37
88赛马,http://iptv.4666888.xyz/iptv2A.php?id=38
astro aod,http://iptv.4666888.xyz/iptv2A.php?id=174
astro欢喜,http://iptv.4666888.xyz/iptv2A.php?id=175
HUB娱家,http://iptv.4666888.xyz/iptv2A.php?id=176
HUB都会,http://iptv.4666888.xyz/iptv2A.php?id=177
新时代1,http://iptv.4666888.xyz/iptv2A.php?id=178
新时代2,http://iptv.4666888.xyz/iptv2A.php?id=179


💓台湾台📶,#genre#
东森美洲2,http://38.64.72.148:80/hls/modn/list/2015/chunklist1.m3u8
东森超视,http://38.64.72.148:80/hls/modn/list/2013/chunklist0.m3u8$LR•IPV4『线路1』
东森超视,https://stream1.freetv.fun/dong-sen-chao-shi-4.m3u8$LR•IPV4『线路8』
东森超视,http://38.64.72.148:80/hls/modn/list/2013/chunklist0.m3u8
东森超视,http://38.64.72.148:80/hls/modn/list/2013/chunklist1.m3u8
TVBS新闻,http://61.221.215.25:8800/hls/9/index.m3u8
TVBS新闻,http://211.72.65.236:8574/.m3u8
TVBS新闻,http://125.227.210.55:8186/VideoInput/play.ts
TVBS新闻,http://125.227.210.55:8186/VideoInput/play.ts$LR•IPV4『线路6』
TVBS亚洲,http://38.64.72.148/hls/modn/list/4005/playlist.m3u8
TVBS亚洲,http://38.64.72.148:80/hls/modn/list/4005/chunklist1.m3u8
TVBS亚洲,http://38.64.72.148:80/hls/modn/list/4005/playlist.m3u8?$LR•IPV4『线路2』
TVBS亚洲,http://38.64.72.148/hls/modn/list/4005/chunklist1.m3u8?$LR•IPV4『线路3』
TVBS亚洲,http://38.64.72.148:80/hls/modn/list/4005/chunklist0.m3u8$LR•IPV4『线路6』
TVBS亚洲,http://d2e1asnsl7br7b.cloudfront.net/7782e205e72f43aeb4a48ec97f66ebbe/index_5.m3u8?zshijd$LR•IPV4『线路8』
TVBS亚洲,http://38.64.72.148/hls/modn/list/4005/chunklist0.m3u8$LR•IPV4『线路11』
中天新闻,http://ali.hlspull.yximgs.com/live/167_ztxw.flv
中天娱乐,http://ali.hlspull.yximgs.com/live/167ztyl.flv
八大第一,http://ali.hlspull.yximgs.com/live/awei_bddy.flv
八大综合,http://ali.hlspull.yximgs.com/live/awei_bdzh.flv
民视新闻,http://38.64.72.148:80/hls/modn/list/4012/chunklist0.m3u8
民视新闻,http://38.64.72.148:80/hls/modn/list/4012/chunklist1.m3u8
民视新闻,http://38.64.72.148/hls/modn/list/4012/chunklist0.m3u8
民视新闻,http://38.64.72.148/hls/modn/list/4012/chunklist1.m3u8
东森美洲2,http://38.64.72.148:80/hls/modn/list/2015/chunklist1.m3u8
东森美洲2,http://38.64.72.148:80/hls/modn/list/2015/chunklist0.m3u8
东森超视,http://38.64.72.148:80/hls/modn/list/2013/chunklist1.m3u8
台视新闻,http://38.64.72.148:80/hls/modn/list/4013/chunklist0.m3u8
台视新闻,http://38.64.72.148:80/hls/modn/list/4013/chunklist1.m3u8
台视新闻,http://38.64.72.148/hls/modn/list/4013/chunklist0.m3u8
华语,http://38.64.72.148:80/hls/modn/list/4002/chunklist0.m3u8
TVBS新闻,http://iptv.4666888.xyz/iptv2A.php?id=145
中天新闻,http://iptv.4666888.xyz/iptv2A.php?id=141
非凡新闻,http://iptv.4666888.xyz/iptv2A.php?id=122
寰宇新闻,http://iptv.4666888.xyz/iptv2A.php?id=123
华视新闻,http://iptv.4666888.xyz/iptv2A.php?id=117
民视新闻,http://iptv.4666888.xyz/iptv2A.php?id=109
公视,http://iptv.4666888.xyz/iptv2A.php?id=107
民视,http://iptv.4666888.xyz/iptv2A.php?id=108
台视,http://iptv.4666888.xyz/iptv2A.php?id=113
华艺中文,http://iptv.4666888.xyz/iptv2A.php?id=156
八八第一,http://iptv.4666888.xyz/iptv2A.php?id=143
八大精彩,http://iptv.4666888.xyz/iptv2A.php?id=144
TVBS精彩,http://iptv.4666888.xyz/iptv2A.php?id=146
TVBS欢乐,http://iptv.4666888.xyz/iptv2A.php?id=147
中视经典,http://iptv.4666888.xyz/iptv2A.php?id=103
民视影剧,http://iptv.4666888.xyz/iptv2A.php?id=110
民视旅游,http://iptv.4666888.xyz/iptv2A.php?id=111
民视综艺,http://iptv.4666888.xyz/iptv2A.php?id=112
台视综合,http://iptv.4666888.xyz/iptv2A.php?id=114
台视财经,http://iptv.4666888.xyz/iptv2A.php?id=115
年代MUCH,http://iptv.4666888.xyz/iptv2A.php?id=121
东森LIVE,http://iptv.4666888.xyz/iptv2A.php?id=140
东森超视34.5,http://iptv.4666888.xyz/iptv2A.php?id=125
东森美洲,http://iptv.4666888.xyz/iptv2A.php?id=126
东森超视,http://iptv.4666888.xyz/iptv2A.php?id=128
momo亲子,http://iptv.4666888.xyz/iptv2A.php?id=129
国兴卫视,http://iptv.4666888.xyz/iptv2A.php?id=130
公视戏剧,http://iptv.4666888.xyz/iptv2A.php?id=106
壹电影,http://iptv.4666888.xyz/iptv2A.php?id=120
龙华日韩,http://iptv.4666888.xyz/iptv2A.php?id=131
龙华电影,http://iptv.4666888.xyz/iptv2A.php?id=132
龙华影剧,http://iptv.4666888.xyz/iptv2A.php?id=133
龙华卡通,http://iptv.4666888.xyz/iptv2A.php?id=135
龙华经典,http://iptv.4666888.xyz/iptv2A.php?id=136
台湾戏剧,http://iptv.4666888.xyz/iptv2A.php?id=116
台湾霹雳,http://iptv.4666888.xyz/iptv2A.php?id=118
东森电影,http://iptv.4666888.xyz/iptv2A.php?id=15
东森洋片,http://iptv.4666888.xyz/iptv2A.php?id=16
三立都会,http://iptv.4666888.xyz/iptv2A.php?id=137
三立综合,http://iptv.4666888.xyz/iptv2A.php?id=138
三立国际,http://iptv.4666888.xyz/iptv2A.php?id=139
靖天综合,http://iptv.4666888.xyz/iptv2A.php?id=148
靖天日本,http://iptv.4666888.xyz/iptv2A.php?id=149
靖天卡通,http://iptv.4666888.xyz/iptv2A.php?id=150
靖洋卡通,http://iptv.4666888.xyz/iptv2A.php?id=151
靖天国际,http://iptv.4666888.xyz/iptv2A.php?id=152
靖天育乐,http://iptv.4666888.xyz/iptv2A.php?id=153
靖天映画,http://iptv.4666888.xyz/iptv2A.php?id=154
靖天欢乐,http://iptv.4666888.xyz/iptv2A.php?id=155
采昌影剧,http://iptv.4666888.xyz/iptv2A.php?id=168
HakkATV客家电视,http://iptv.4666888.xyz/iptv2A.php?id=169
TITV原住民,http://iptv.4666888.xyz/iptv2A.php?id=170
MTV live,http://iptv.4666888.xyz/iptv2A.php?id=171
猪哥亮哥厅秀,http://iptv.4666888.xyz/iptv2A.php?id=173
亚洲旅游,http://iptv.4666888.xyz/iptv2A.php?id=158
EYETV旅游,http://iptv.4666888.xyz/iptv2A.php?id=160
EYETV戏剧,http://iptv.4666888.xyz/iptv2A.php?id=161
爱尔达日韩,http://iptv.4666888.xyz/iptv2A.php?id=162
爱尔达影剧,http://iptv.4666888.xyz/iptv2A.php?id=163
爱尔达综合,http://iptv.4666888.xyz/iptv2A.php?id=164
爱尔达娱乐,http://iptv.4666888.xyz/iptv2A.php?id=165
爱尔达生活旅游,http://iptv.4666888.xyz/iptv2A.php?id=166
小公视,http://iptv.4666888.xyz/iptv2A.php?id=105
MytvZooMoo,http://iptv.4666888.xyz/iptv2A.php?id=1
Nickeledeon,http://iptv.4666888.xyz/iptv2A.php?id=2
MytvNickJr,http://iptv.4666888.xyz/iptv2A.php?id=3
ifunanime,http://iptv.4666888.xyz/iptv2A.php?id=4
TVN,http://iptv.4666888.xyz/iptv2A.php?id=17
KIX,http://iptv.4666888.xyz/iptv2A.php?id=18
RockAction,http://iptv.4666888.xyz/iptv2A.php?id=19
RockEntertainment,http://iptv.4666888.xyz/iptv2A.php?id=20
AXN,http://iptv.4666888.xyz/iptv2A.php?id=21
AnimaxC,http://iptv.4666888.xyz/iptv2A.php?id=22
warnertv华纳,http://iptv.4666888.xyz/iptv2A.php?id=23
cinemaxwj,http://iptv.4666888.xyz/iptv2A.php?id=24
HBOHD,http://iptv.4666888.xyz/iptv2A.php?id=25
amcmovies,http://iptv.4666888.xyz/iptv2A.php?id=27
Thrill,http://iptv.4666888.xyz/iptv2A.php?id=183
taiwan+,http://iptv.4666888.xyz/iptv2A.php?id=159
三立戏剧,http://61.221.215.25:8800/hls/41/index.m3u8
三立戏剧,http://50.7.234.10:8278/sanlixiju_twn/playlist.m3u8?ct=19226&tid=MBDB8405357084053570&tsum=78944c0951d21a699e46fff4318a3799
中视HD,rtmp://f13h.mine.nu/sat/tv091
中视HD,http://50.7.234.10:8278/zhongshihd_twn/playlist.m3u8?ct=19226&tid=MB8B7313326473133264&tsum=ae7506028e559f3a6e2a3519b2f6a91e
中天娱乐,http://50.7.234.10:8278/ctient/playlist.m3u8?tid=MC9C7081133170811331&ct=19249&tsum=8b08b54208f3ee30e12f419d587f46ac
中天娱乐,http://61.221.215.25:8800/hls/47/index.m3u8
台视新闻,http://38.64.72.148:80/hls/modn/list/4013/chunklist0.m3u8
番薯111,http://61.216.67.119:1935/TWHG/E1/chunklist_w705811302.m3u8
番薯111,http://61.216.67.119:1935/TWHG/E1/chunklist_w70581102.m3u8
番薯111,http://61.216.67.119:1935/TWHG/E1/chunklist_w7058102.m3u8
生命电视,http://61.216.67.119:1935/lifetv/lifetv.stream/manifest.m3u8
非凡新闻,rtmp://f13h.mine.nu/sat/tv581
非凡新闻,https://4gtv.mytvsuper.xyz/4gtv.php?id=4gtv-4gtv010
纬来育乐,rtmp://f13h.mine.nu/sat/tv701
纬来日本,rtmp://f13h.mine.nu/sat/tv771
台视,rtmp://f13h.mine.nu/sat/tv071
华视,rtmp://f13h.mine.nu/sat/tv111
MoMoTV,rtmp://f13h.mine.nu/sat/tv761
人间卫视,http://61.216.67.119:1935/bltvhd/bltv1/chunklist_w1266569526.m3u8
人间卫视,https://5ddce30eb4b55.streamlock.net/bltvhd/bltv1/chunklist_w511254805.m3u8
龙华电影,https://cdn8.163189.xyz/live/lhdy/stream.m3u8
龙华经典,https://cdn8.163189.xyz/live/lhjd/stream.m3u8
龙华卡通,https://cdn8.163189.xyz/live/lhkt/stream.m3u8
龙华偶像,https://cdn8.163189.xyz/live/lhox/stream.m3u8
龙华日韩,https://cdn8.163189.xyz/live/lhrh/stream.m3u8
龙华戏剧,https://cdn8.163189.xyz/live/lhxj/stream.m3u8
华语电视2,http://38.64.72.148:80/hls/modn/list/4002/chunklist0.m3u8
华语电视3,http://38.64.72.148:80/hls/modn/list/4003/chunklist0.m3u8
EYE-戏剧,https://haoyunlai.serv00.net/Smartv-1.php?id=eyetvxiju_twn
ELTA影剧,https://haoyunlai.serv00.net/Smartv-1.php?id=eltayingju_twn
Astr爱奇,https://haoyunlai.serv00.net/Smartv-1.php?id=Qiyi
AstrQJ国,https://haoyunlai.serv00.net/Smartv-1.php?id=Quanjia
Astr欢喜,https://haoyunlai.serv00.net/Smartv-1.php?id=Huahee
TVBS新闻,http://122.117.71.103:8543/tvbs新闻.m3u8
三立新闻,http://122.117.71.103:8542/三立新闻.m3u8
纬来电影,http://108.181.20.197/livehttpplay?channel_id=20199
龙华日韩,http://108.181.20.197/livehttpplay?channel_id=20081
龙华偶像,http://108.181.20.197/livehttpplay?channel_id=20023
TVBS精彩,http://108.181.20.197/livehttpplay?channel_id=20136
壹新闻,http://108.181.20.197/livehttpplay?channel_id=20028
壹新聞,http://108.181.20.197/livehttpplay?channel_id=20028
年代新聞,http://108.181.20.197/livehttpplay?channel_id=20033
国兴卫视,http://108.181.20.197/livehttpplay?channel_id=20164
非凡新聞,rtmp://f13h.mine.nu/sat/tv581
緯來體育,http://bxtv.3a.ink/api.php?id=wlty
中天新聞台,http://bxtv.3a.ink/api.php?id=ztxw
龙祥电影,https://smart.pendy.dpdns.org/Smart.php?id=lungxiangtime_twn
纬来电影,https://smart.pendy.dpdns.org/Smart.php?id=videolandmovie
中天新闻,https://smart.pendy.dpdns.org/Smart.php?id=ctinews
tvbs新闻,https://smart.pendy.dpdns.org/Smart.php?id=tvbs_n
年代新闻,https://smart.pendy.dpdns.org/Smart.php?id=niandainews_twn
民视闽南,https://smart.pendy.dpdns.org/Smart.php?id=ftvhd_taiwan
中视闽南,https://smart.pendy.dpdns.org/Smart.php?id=zhongshihd_twn
华视闽南,https://smart.pendy.dpdns.org/Smart.php?id=ctshd_twn
台视闽南,https://smart.pendy.dpdns.org/Smart.php?id=ttv_taiwan
tvbs闽南,https://smart.pendy.dpdns.org/Smart.php?id=tvbs
tvbs欢乐,https://smart.pendy.dpdns.org/Smart.php?id=tvbshuanle_twn
公视台语,https://smart.pendy.dpdns.org/Smart.php?id=ctv2_twn
台视综合,https://smart.pendy.dpdns.org/Smart.php?id=ttvzhonghe
八大娱乐,https://smart.pendy.dpdns.org/Smart.php?id=badaentertain
东森洋片,https://smart.pendy.dpdns.org/Smart.php?id=ettvwestern
东森幼幼,https://smart.pendy.dpdns.org/Smart.php?id=yoyo_twn
东森财经,https://smart.pendy.dpdns.org/Smart.php?id=ettvcaijing_twn
寰宇财经,https://smart.pendy.dpdns.org/Smart.php?id=huanyutaiwan_twn
华艺综合,https://smart.pendy.dpdns.org/Smart.php?id=weishichinese_twn
阿里郎综,https://smart.pendy.dpdns.org/Smart.php?id=arirang_twn
AXN电影,https://smart.pendy.dpdns.org/Smart.php?id=axn_twn
CInemax,https://smart.pendy.dpdns.org/Smart.php?id=cinemax_twn
HBo,https://smart.pendy.dpdns.org/Smart.php?id=hbohd_twn
HBo家庭,https://smart.pendy.dpdns.org/Smart.php?id=fyi_twn
好莱电影,https://smart.pendy.dpdns.org/Smart.php?id=hollywoodmovies_twn
龙华经典,https://smart.pendy.dpdns.org/Smart.php?id=lunghuajingdian_twn
龙华电影,https://smart.pendy.dpdns.org/Smart.php?id=xingwei_movie
龙华偶像,https://smart.pendy.dpdns.org/Smart.php?id=lunghuaidol_twn
龙华洋片,https://smart.pendy.dpdns.org/Smart.php?id=lunghuawestern_twn
纬来日本,https://smart.pendy.dpdns.org/Smart.php?id=videolandjapan
纬来综合,https://smart.pendy.dpdns.org/Smart.php?id=videolandzonghe
纬来育乐,https://smart.pendy.dpdns.org/Smart.php?id=videolandyule
纬来精彩,https://smart.pendy.dpdns.org/Smart.php?id=videolandspecial_twn
靖天国际,https://smart.pendy.dpdns.org/Smart.php?id=jingtianintl_twn
靖天卡通,https://smart.pendy.dpdns.org/Smart.php?id=jingtiancartoon_twn
大爱壹,https://smart.pendy.dpdns.org/Smart.php?id=daai_twn
大爱贰,https://smart.pendy.dpdns.org/Smart.php?id=daai2_twn
好消息贰,https://smart.pendy.dpdns.org/Smart.php?id=good2_twn
三立闽南,https://smart.pendy.dpdns.org/Smart.php?id=sanlitaiwan
ELta影剧,https://smart.pendy.dpdns.org/Smart.php?id=eltayingju_twn
ELta综合,https://smart.pendy.dpdns.org/Smart.php?id=eltazonghe_twn
ELTA体1,https://smart.pendy.dpdns.org/Smart.php?id=eltasport_twn
ELTA体3,https://smart.pendy.dpdns.org/Smart.php?id=eltasport3_twn
Eleven一,https://smart.pendy.dpdns.org/Smart.php?id=golfchannel_twn
博斯无限,https://smart.pendy.dpdns.org/Smart.php?id=bosiunlimited_twn
博斯网球,https://smart.pendy.dpdns.org/Smart.php?id=bositennis_twn
博斯运动壹特,https://smart.pendy.dpdns.org/Smart.php?id=bosisport1_twn
博斯运动贰特,https://smart.pendy.dpdns.org/Smart.php?id=bosisport2_twn
博斯高球壹特,https://smart.pendy.dpdns.org/Smart.php?id=bosigolf1_twn
博斯高球贰特,https://smart.pendy.dpdns.org/Smart.php?id=bosigolf2_twn
探索亚洲,https://smart.pendy.dpdns.org/Smart.php?id=discoverytwn_twn
野生动物,https://smart.pendy.dpdns.org/Smart.php?id=natgeowild_twn
亚洲美食,https://smart.pendy.dpdns.org/Smart.php?id=afc_twn
亚洲旅游,https://smart.pendy.dpdns.org/Smart.php?id=asiatravel_twn
亚洲TLC,https://smart.pendy.dpdns.org/Smart.php?id=tlc_twn
EYE-旅游,https://smart.pendy.dpdns.org/Smart.php?id=eyetvtravel_twn
EYE-戏剧,https://smart.pendy.dpdns.org/Smart.php?id=eyetvxiju_twn
MTv,https://smart.pendy.dpdns.org/Smart.php?id=mtvhd_twn
HISTORY,http://37.27.111.214:8080/live/27/hls.m3u8
HITs电影,http://37.27.111.214:8080/live/28/hls.m3u8
大立电视,http://www.dalitv.com.tw:4568/live/dali/index.m3u8
Taiwan Good TV General,http://live.streamingfast.net/hls-live/goodtv/_definst_/liveevent/live-ch1-3.m3u8
Taiwan Good TV Truth,http://live.streamingfast.net/hls-live/goodtv/_definst_/liveevent/live-ch2-3.m3u8
中天新闻1,https://fenghuang.tv12.xyz/1001.m3u8
中天新闻2,https://fenghuang.tv12.xyz/1002.m3u8


💓咪咕直播,#genre#
咪咕视频_8M1080_咪视通-1,http://jackgao.top:35455/itv/3000000001000005308.m3u8?cdn=FifastbLive
咪咕视频_8M1080_咪视通-2,http://jackgao.top:35455/itv/3000000001000005969.m3u8?cdn=FifastbLive
咪咕视频_8M1080_咪视通-3,http://jackgao.top:35455/itv/3000000001000007218.m3u8?cdn=FifastbLive
咪咕视频_8M1080_咪视通-4,http://jackgao.top:35455/itv/3000000001000008001.m3u8?cdn=FifastbLive
咪咕视频_8M1080_咪视通-5,http://jackgao.top:35455/itv/3000000001000008176.m3u8?cdn=FifastbLive
咪咕视频_8M1080_咪视通-6,http://jackgao.top:35455/itv/3000000001000008379.m3u8?cdn=FifastbLive
咪咕视频_8M1080_咪视通-7,http://jackgao.top:35455/itv/3000000001000010129.m3u8?cdn=FifastbLive
咪咕视频_8M1080_咪视通-8,http://jackgao.top:35455/itv/3000000001000010948.m3u8?cdn=FifastbLive
咪咕视频_8M1080_咪视通-9,http://jackgao.top:35455/itv/3000000001000028638.m3u8?cdn=FifastbLive
咪咕视频_8M1080_咪视通-10,http://jackgao.top:35455/itv/3000000001000031494.m3u8?cdn=FifastbLive
咪咕视频_8M1080_咪视通-11,http://jackgao.top:35455/itv/3000000010000005837.m3u8?cdn=FifastbLive
咪咕视频_8M1080_咪视通-12,http://jackgao.top:35455/itv/3000000020000011518.m3u8?cdn=FifastbLive
咪咕视频_8M1080_咪视通-13,http://jackgao.top:35455/itv/3000000020000011519.m3u8?cdn=FifastbLive
咪咕视频_8M1080_咪视通-14,http://jackgao.top:35455/itv/3000000020000011520.m3u8?cdn=FifastbLive
咪咕视频_8M1080_咪视通-15,http://jackgao.top:35455/itv/3000000020000011521.m3u8?cdn=FifastbLive
咪咕视频_8M1080_咪视通-16,http://jackgao.top:35455/itv/3000000020000011522.m3u8?cdn=FifastbLive
咪咕视频_8M1080_咪视通-17,http://jackgao.top:35455/itv/3000000020000011523.m3u8?cdn=FifastbLive
咪咕视频_8M1080_咪视通-18,http://jackgao.top:35455/itv/3000000020000011524.m3u8?cdn=FifastbLive
咪咕视频_8M1080_咪视通-19,http://jackgao.top:35455/itv/3000000020000011525.m3u8?cdn=FifastbLive
咪咕视频_8M1080_咪视通-20,http://jackgao.top:35455/itv/3000000020000011528.m3u8?cdn=FifastbLive
咪咕视频_8M1080_咪视通-21,http://jackgao.top:35455/itv/3000000020000011529.m3u8?cdn=FifastbLive
咪咕视频_8M1080_咪视通-22,http://jackgao.top:35455/itv/3000000020000011530.m3u8?cdn=FifastbLive
咪咕视频_8M1080_咪视通-23,http://jackgao.top:35455/itv/3000000020000011531.m3u8?cdn=FifastbLive
